ID,Gender,Household income,Method,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Availability,Quality,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume in lpcd
598,male,60000,delivered,1,4,0,75,48,240,often,good,290,0,0,0,0,70
599,male,65000,delivered,1,5,0,75,42,285,often,fair,330,0,0,0,0,80
600,female,65000,carried,1,5,0,75,22,360,not_often,fair,410,0,0,0,0,100
601,male,95000,delivered,1,6,0,75,48,240,not_often,good,290,0,0,0,0,70
602,male,95000,delivered,1,6,0,75,82,120,often,fair,170,0,0,0,0,40
603,female,95000,delivered,1,6,0,75,82,120,not_often,good,170,0,0,0,0,40
604,male,70000,delivered,1,5,0,75,42,285,often,fair,330,0,0,0,0,80
605,male,70000,delivered,1,4,0,75,62,210,often,good,260,0,0,0,0,60
606,female,65000,delivered,1,5,0,75,82,165,not_often,fair,210,0,0,0,0,50
607,female,90000,delivered,1,6,0,75,72,120,not_often,fair,170,0,0,0,0,40
608,male,90000,delivered,1,6,0,75,82,120,not_often,good,170,0,0,0,0,40
609,female,40000,delivered,1,4,0,75,82,165,often,fair,210,0,0,0,0,50
610,female,105000,delivered,1,4,0,75,82,165,often,good,210,0,0,0,0,50
611,female,40000,delivered,1,4,0,75,82,120,often,fair,170,0,0,0,0,40
612,male,80000,delivered,1,4,0,75,72,120,not_often,fair,170,0,0,0,0,40
613,female,95000,delivered,1,3,0,75,48,210,often,fair,260,0,0,0,0,60
614,male,50000,delivered,1,4,0,75,82,165,often,fair,210,0,0,0,0,50
615,male,45000,delivered,1,4,0,75,82,120,often,fair,170,0,0,0,0,40
616,female,40000,delivered,1,4,0,75,48,210,not_often,fair,260,0,0,0,0,60
617,male,90000,delivered,1,6,0,75,82,120,often,good,170,0,0,0,0,40
618,female,45000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
619,female,60000,delivered,1,6,0,75,82,120,not_often,good,170,0,0,0,0,40
620,male,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
621,female,45000,delivered,1,6,0,75,82,120,often,very good,170,0,0,0,0,40
622,female,60000,carried,1,4,0,75,42,240,not_often,fair,290,0,0,0,0,70
623,male,105000,delivered,1,4,0,75,8,645,not_often,good,400,0,0,0,0,170
624,male,55000,delivered,1,3,0,75,48,285,often,good,330,0,0,0,0,80
625,male,50000,delivered,1,4,0,75,82,165,often,good,210,0,0,0,0,50
626,male,105000,delivered,1,4,0,75,8,645,not_often,good,400,0,0,0,0,170
627,female,50000,carried,1,4,0,75,82,165,often,fair,210,0,0,0,0,50
628,male,70000,delivered,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
629,male,40000,delivered,1,4,0,75,88,120,often,fair,170,0,0,0,0,40
630,female,80000,delivered,1,4,0,75,48,285,not_often,good,330,0,0,0,0,80
631,female,90000,delivered,1,6,0,75,13,405,often,good,450,0,0,0,0,110
632,female,100000,carried,1,3,0,75,22,840,not_often,fair,550,0,0,0,0,220
633,male,55000,carried,1,3,0,75,38,285,not_often,good,330,0,0,0,0,80
634,female,50000,carried,1,4,0,75,38,285,not_often,good,330,0,0,0,0,80
635,female,80000,carried,1,4,0,75,38,285,not_often,fair,330,0,0,0,0,80
636,male,80000,carried,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
637,female,80000,carried,1,3,0,75,8,765,often,fair,280,0,0,0,0,200
638,female,80000,carried,1,3,0,75,38,285,not_often,fair,330,0,0,0,0,80
639,female,80000,carried,1,4,0,75,38,285,often,good,330,0,0,0,0,80
640,male,80000,carried,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
641,female,80000,carried,1,6,0,75,32,330,not_often,fair,380,0,0,0,0,90
642,male,80000,carried,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
643,male,60000,carried,1,3,0,75,38,285,not_often,good,330,0,0,0,0,80
644,female,60000,delivered,1,3,0,75,38,285,often,fair,330,0,0,0,0,80
645,female,105000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
646,female,95000,delivered,1,6,0,75,32,330,often,good,380,0,0,0,0,90
647,female,45000,delivered,1,3,0,75,38,285,not_often,good,330,0,0,0,0,80
648,male,45000,carried,1,3,0,75,38,285,not_often,good,330,0,0,0,0,80
649,male,50000,delivered,1,6,0,75,72,120,not_often,fair,170,0,0,0,0,40
650,female,105000,delivered,1,4,0,75,8,645,often,fair,400,0,0,0,0,170
651,female,100000,delivered,1,3,0,75,8,720,not_often,good,380,0,0,0,0,190
652,male,65000,delivered,1,5,0,75,13,450,often,fair,500,0,0,0,0,120
653,male,100000,carried,1,4,0,75,38,285,not_often,good,330,0,0,0,0,80
654,female,105000,carried,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
655,female,40000,delivered,1,4,0,75,82,120,often,fair,170,0,0,0,0,40
656,male,80000,delivered,1,4,0,75,38,285,often,fair,330,0,0,0,0,80
657,male,105000,delivered,1,6,0,75,22,360,often,fair,410,0,0,0,0,100
658,female,65000,delivered,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
659,female,65000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
660,male,65000,delivered,1,5,0,75,13,450,not_often,fair,500,0,0,0,0,120
661,female,65000,delivered,1,6,0,75,32,330,often,good,380,0,0,0,0,90
662,male,65000,carried,1,4,0,75,82,165,often,good,210,0,0,0,0,50
663,female,65000,delivered,1,3,0,75,38,285,often,good,330,0,0,0,0,80
664,female,65000,delivered,1,6,0,75,32,330,often,good,380,0,0,0,0,90
665,female,65000,delivered,1,4,0,75,38,285,often,fair,330,0,0,0,0,80
666,female,100000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
667,female,55000,delivered,1,6,0,75,18,360,not_often,good,410,0,0,0,0,100
668,female,100000,delivered,1,6,0,75,18,360,often,good,410,0,0,0,0,100
669,female,75000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
670,female,80000,delivered,1,4,0,75,32,285,often,good,330,0,0,0,0,80
671,female,105000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
672,male,95000,delivered,1,6,0,75,22,360,not_often,fair,410,0,0,0,0,100
673,male,75000,delivered,1,4,0,75,38,285,not_often,fair,330,0,0,0,0,80
674,male,40000,delivered,1,4,0,75,72,120,not_often,fair,170,0,0,0,0,40
675,female,70000,delivered,1,6,0,75,22,360,often,fair,410,0,0,0,0,100
676,male,40000,delivered,1,4,0,75,72,120,often,fair,170,0,0,0,0,40
677,female,70000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
678,male,105000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
679,male,50000,delivered,1,4,0,75,82,165,not_often,good,210,0,0,0,0,50
680,male,65000,delivered,1,5,0,75,48,165,often,fair,210,0,0,0,0,50
681,male,95000,delivered,1,6,0,75,42,330,not_often,fair,380,0,0,0,0,90
682,male,40000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
683,female,70000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
684,male,70000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
685,female,70000,delivered,1,6,0,75,62,210,not_often,fair,260,0,0,0,0,60
686,female,70000,delivered,1,6,0,75,38,330,not_often,good,380,0,0,0,0,90
687,female,70000,delivered,1,6,0,75,22,360,not_often,good,410,0,0,0,0,100
688,male,70000,delivered,1,4,0,75,18,450,often,good,500,0,0,0,0,120
689,female,70000,delivered,1,5,0,75,42,165,often,good,210,0,0,0,0,50
690,male,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
691,female,50000,delivered,1,4,0,75,48,165,not_often,good,210,0,0,0,0,50
692,male,100000,delivered,1,3,0,75,8,690,often,good,500,0,0,0,0,180
693,female,40000,delivered,1,4,0,75,82,120,not_often,good,170,0,0,0,0,40
694,female,70000,delivered,1,5,0,75,42,165,often,fair,210,0,0,0,0,50
695,female,50000,delivered,1,4,0,75,82,210,often,good,260,0,0,0,0,60
696,female,50000,delivered,1,4,0,75,82,165,not_often,fair,210,0,0,0,0,50
697,female,50000,delivered,1,4,0,75,48,165,not_often,good,210,0,0,0,0,50
698,female,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
699,male,105000,delivered,1,3,0,75,8,690,not_often,good,500,0,0,0,0,180
700,female,85000,delivered,1,6,0,75,18,360,often,good,410,0,0,0,0,100
701,male,65000,carried,1,5,0,75,42,165,often,fair,210,0,0,0,0,50
702,female,60000,carried,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
703,male,60000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
704,female,60000,carried,1,5,0,75,62,120,not_often,fair,170,0,0,0,0,40
705,female,60000,carried,1,6,0,75,18,360,often,good,410,0,0,0,0,100
706,female,60000,carried,1,4,0,75,48,165,often,good,210,0,0,0,0,50
707,female,60000,delivered,1,4,0,75,48,165,not_often,fair,210,0,0,0,0,50
708,female,60000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
709,female,85000,delivered,1,6,0,75,18,360,not_often,good,410,0,0,0,0,100
710,male,55000,delivered,1,6,0,75,18,360,often,good,410,0,0,0,0,100
711,male,100000,delivered,1,6,0,75,18,360,often,fair,410,0,0,0,0,100
712,female,60000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
713,female,90000,delivered,1,6,0,75,18,360,not_often,good,410,0,0,0,1,100
714,female,60000,delivered,1,3,0,75,32,285,not_often,good,330,0,0,0,0,80
715,female,105000,delivered,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
716,female,55000,carried,1,6,0,75,32,330,often,good,380,0,0,0,0,90
717,female,90000,carried,1,6,0,75,38,330,not_often,fair,380,0,0,0,0,90
718,female,40000,carried,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
719,female,45000,carried,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
720,female,45000,carried,1,6,0,75,38,330,not_often,fair,380,0,0,0,0,90
721,female,45000,carried,1,4,0,75,32,285,often,good,330,0,0,0,0,80
722,female,45000,carried,1,4,0,75,62,120,often,good,170,0,0,0,0,40
723,female,45000,carried,1,4,0,75,8,525,not_often,good,480,0,0,0,0,140
724,female,45000,carried,1,6,0,75,82,210,not_often,good,260,0,0,0,0,60
725,female,55000,carried,1,3,0,75,62,210,often,good,260,0,0,0,0,60
726,female,70000,carried,1,5,0,75,42,165,often,good,210,0,0,0,0,50
727,female,75000,carried,1,4,0,75,92,165,not_often,good,210,0,0,0,0,50
728,female,60000,carried,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
729,female,70000,carried,1,5,0,75,42,165,not_often,good,210,0,0,0,0,50
730,female,95000,carried,1,6,0,75,18,360,not_often,good,410,0,0,0,0,100
731,female,95000,carried,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80
732,female,95000,carried,1,4,0,75,32,285,often,good,330,0,0,0,0,80
733,female,40000,carried,1,4,0,75,72,120,not_often,fair,170,0,0,0,0,40
734,female,60000,carried,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
735,female,65000,carried,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
736,female,40000,carried,1,4,0,75,82,120,often,fair,170,0,0,0,0,40
737,female,70000,carried,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
738,female,80000,carried,1,4,0,75,42,285,not_often,fair,330,0,0,0,0,80
739,female,45000,carried,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
740,female,50000,carried,1,4,0,75,82,165,not_often,good,210,0,0,0,0,50
741,female,105000,carried,1,4,0,75,18,570,not_often,fair,280,0,0,0,0,150
742,female,105000,carried,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
743,female,105000,carried,1,3,0,75,42,285,not_often,fair,330,0,0,0,1,80
744,female,85000,carried,1,6,0,75,18,360,not_often,fair,410,0,0,0,0,100
745,female,85000,carried,1,6,0,75,18,360,not_often,good,410,0,0,0,0,100
746,female,85000,carried,1,6,0,75,18,405,not_often,fair,450,0,0,0,0,110
747,female,85000,carried,1,6,0,75,18,360,not_often,fair,410,0,0,0,0,100
748,female,70000,carried,1,6,0,75,18,405,not_often,good,450,0,0,0,0,110
749,female,70000,carried,1,4,0,75,82,120,not_often,good,170,0,0,0,0,40
750,female,70000,carried,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
751,female,70000,carried,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
752,female,85000,carried,1,6,0,75,18,360,not_often,fair,410,0,0,0,0,100
753,female,95000,carried,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
754,female,50000,carried,1,4,0,75,82,165,often,good,210,0,0,0,0,50
755,female,95000,carried,1,6,0,75,92,90,often,good,140,0,0,0,0,30
756,female,90000,carried,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
757,female,50000,delivered,1,4,0,75,82,165,often,good,210,0,0,0,0,50
758,male,95000,carried,1,5,0,75,48,165,often,good,210,0,0,0,0,50
759,male,80000,carried,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80
760,female,100000,carried,1,4,0,75,8,645,often,fair,400,0,0,0,0,170
761,male,100000,carried,1,3,0,75,38,285,not_often,fair,330,0,0,0,0,80
762,male,50000,carried,1,4,0,75,82,165,not_often,fair,210,0,0,0,0,50
763,female,85000,carried,1,6,0,75,82,210,often,good,260,0,0,0,0,60
764,female,70000,carried,1,5,0,75,82,165,not_often,very good,210,0,0,0,0,50
765,female,70000,carried,1,4,0,75,42,285,not_often,fair,330,0,0,0,0,80
766,female,70000,carried,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
767,male,70000,carried,1,4,0,75,42,285,often,fair,330,0,0,0,0,80
768,female,45000,carried,1,6,0,75,82,120,not_often,fair,170,0,0,0,0,40
769,female,65000,carried,1,5,0,75,82,165,not_often,good,210,0,0,0,0,50
770,male,95000,carried,1,6,0,75,22,360,not_often,fair,410,0,0,0,0,100
771,female,45000,carried,1,5,0,75,82,120,often,fair,170,0,0,0,0,40
772,female,90000,delivered,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
773,male,45000,delivered,1,6,0,75,18,405,not_often,fair,450,0,0,0,0,110
774,female,60000,delivered,1,4,0,75,82,210,often,fair,260,0,0,0,0,60
775,male,75000,carried,1,4,0,75,32,285,often,good,330,0,0,0,0,80
776,male,80000,carried,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80
777,male,75000,delivered,1,4,0,75,38,285,not_often,good,330,0,0,0,0,80
778,female,70000,carried,1,5,0,75,82,165,not_often,good,210,0,0,0,0,50
779,female,65000,carried,1,5,0,75,82,165,not_often,good,210,0,0,0,0,50
780,female,50000,carried,1,6,0,75,18,360,often,good,410,0,0,0,0,100
781,male,40000,delivered,1,4,0,75,62,120,not_often,good,170,0,0,0,0,40
782,female,90000,delivered,1,4,0,75,8,525,often,good,480,0,0,0,0,140
783,male,65000,carried,1,5,0,75,42,165,often,fair,210,0,0,0,0,50
784,male,95000,carried,1,5,0,75,72,120,not_often,fair,170,0,0,0,0,40
785,female,90000,delivered,1,6,0,75,13,360,often,good,410,0,0,0,0,100
786,female,90000,carried,1,4,0,75,72,120,not_often,good,170,0,0,0,0,40
787,male,90000,carried,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
788,male,90000,carried,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
789,female,90000,delivered,1,4,0,75,88,210,often,good,260,0,0,0,0,60
790,male,90000,delivered,1,4,0,75,82,120,often,good,170,0,0,0,0,40
791,male,40000,carried,1,4,0,75,82,120,not_often,fair,170,0,0,0,0,40
792,male,90000,carried,1,6,0,75,22,360,not_often,fair,410,0,0,0,0,100
793,male,95000,delivered,1,6,0,75,22,360,often,good,410,0,0,0,0,100
794,male,55000,carried,1,3,0,75,42,285,often,good,330,0,0,0,0,80
795,male,60000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
796,male,75000,delivered,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80
797,male,50000,carried,1,4,0,75,82,165,often,good,210,0,0,0,0,50
798,male,80000,delivered,1,4,0,75,42,285,not_often,good,330,0,0,0,0,80
799,female,40000,delivered,1,5,0,75,82,165,not_often,fair,210,0,0,0,0,50
800,male,40000,delivered,1,4,0,75,82,120,not_often,fair,170,0,0,0,0,40
801,female,95000,delivered,1,6,0,75,22,360,often,good,410,0,0,0,0,100
802,male,55000,delivered,1,3,0,75,38,285,not_often,good,330,0,0,0,0,80
803,male,75000,delivered,1,4,0,75,38,285,often,fair,330,0,0,0,0,80
804,female,45000,delivered,1,3,0,75,38,285,not_often,fair,330,0,0,0,0,80
805,male,75000,delivered,1,4,0,75,38,285,often,fair,330,0,0,0,0,80
806,male,85000,delivered,1,3,0,75,38,285,often,good,330,0,0,0,0,80
807,male,65000,delivered,1,5,0,75,13,405,not_often,good,450,0,0,0,0,110
808,female,65000,delivered,1,5,0,75,82,165,not_often,good,210,0,0,0,0,50
809,male,65000,delivered,1,4,0,75,42,285,not_often,good,330,0,0,0,0,80
810,female,65000,delivered,1,4,0,75,42,285,not_often,fair,330,0,0,0,0,80
811,female,65000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
812,female,75000,delivered,1,4,0,75,48,285,not_often,good,330,0,0,0,0,80
813,male,105000,carried,1,5,0,75,13,450,not_often,good,500,0,0,0,0,120
814,female,70000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
815,female,95000,delivered,1,6,0,75,32,330,not_often,fair,380,0,0,0,1,90
816,male,65000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
817,male,55000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
818,male,65000,delivered,1,5,0,75,82,165,not_often,fair,210,0,0,0,0,50
819,male,85000,delivered,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
820,female,50000,delivered,1,4,0,75,82,165,not_often,good,210,0,0,0,0,50
821,female,105000,delivered,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
822,female,95000,delivered,1,6,0,75,22,360,not_often,good,410,0,0,0,0,100
823,male,80000,delivered,1,4,0,75,32,285,often,good,330,0,0,0,0,80
824,male,80000,carried,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80
825,male,95000,delivered,1,6,0,75,18,360,often,good,410,0,0,0,0,100
826,male,70000,delivered,1,5,0,75,82,165,often,fair,210,0,0,0,0,50
827,female,50000,carried,1,4,0,75,82,165,often,fair,210,0,0,0,0,50
828,female,80000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
829,female,105000,delivered,1,4,0,75,8,570,not_often,fair,280,0,0,0,0,150
830,female,70000,carried,1,5,0,75,42,165,often,fair,210,0,0,0,0,50
831,male,80000,delivered,1,4,0,75,32,285,not_often,good,330,0,0,0,0,80
832,male,45000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
833,male,45000,delivered,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
834,male,80000,carried,1,3,0,75,42,285,often,fair,330,0,0,0,1,80
835,male,85000,delivered,1,6,0,75,32,330,not_often,fair,380,0,0,0,0,90
836,male,45000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
837,female,105000,delivered,1,3,0,75,8,765,not_often,good,280,0,0,0,0,200
838,male,50000,delivered,1,4,0,75,88,165,often,good,210,0,0,0,0,50
839,female,50000,delivered,1,4,0,75,88,165,often,fair,210,0,0,0,0,50
840,female,55000,delivered,1,3,0,75,38,285,not_often,fair,330,0,0,0,0,80
841,male,55000,delivered,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
842,male,65000,carried,1,5,0,75,42,165,often,good,210,0,0,0,0,50
843,female,80000,carried,1,3,0,75,42,285,often,good,330,0,0,0,0,80
844,male,50000,carried,1,4,0,75,88,165,often,good,210,0,0,0,0,50
845,female,50000,carried,1,4,0,75,88,165,often,good,210,0,0,0,0,50
846,female,45000,carried,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
847,female,105000,delivered,1,3,0,75,8,450,often,fair,500,0,0,0,0,120
848,male,105000,delivered,1,6,0,75,18,360,not_often,good,410,0,0,0,0,100
849,male,65000,delivered,1,5,0,75,42,165,not_often,good,210,0,0,0,0,50
850,female,100000,delivered,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
851,male,100000,delivered,1,4,0,75,62,120,not_often,fair,170,0,0,0,0,40
852,male,100000,delivered,1,4,0,75,62,120,not_often,fair,170,0,0,0,0,40
853,male,100000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
854,male,90000,delivered,1,6,0,75,32,330,often,good,380,0,0,0,0,90
855,female,50000,carried,1,5,0,75,88,165,not_often,good,210,0,0,0,0,50
856,male,70000,delivered,1,5,0,75,42,165,not_often,good,210,0,0,0,0,50
857,male,55000,carried,1,3,0,75,42,285,often,good,330,0,0,0,0,80
858,female,55000,delivered,1,6,0,75,32,330,often,good,380,0,0,0,0,90
859,female,105000,delivered,1,6,0,75,72,210,often,good,260,0,0,0,0,60
860,male,90000,delivered,1,6,0,75,72,210,often,good,260,0,0,0,0,60
861,female,85000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
862,male,65000,carried,1,5,0,75,82,165,not_often,fair,210,0,0,0,0,50
863,female,65000,carried,1,5,0,75,82,165,not_often,good,210,0,0,0,0,50
864,male,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
865,male,60000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
866,female,60000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
867,female,105000,carried,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
868,female,100000,carried,1,6,0,75,13,405,not_often,fair,450,0,0,0,0,110
869,male,65000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
870,female,90000,delivered,1,6,0,75,18,360,often,good,410,0,0,0,0,100
871,female,90000,delivered,1,5,0,75,82,165,often,good,210,0,0,0,0,50
872,male,90000,delivered,1,3,0,75,8,765,not_often,fair,280,0,0,0,0,200
873,female,90000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
874,male,90000,delivered,1,4,0,75,88,165,not_often,fair,210,0,0,0,0,50
875,male,50000,delivered,1,4,0,75,88,165,often,good,210,0,0,0,0,50
876,male,90000,delivered,1,6,0,75,18,405,not_often,good,450,0,0,0,0,110
877,male,40000,delivered,1,4,0,75,62,120,not_often,fair,170,0,0,0,0,40
878,male,80000,delivered,1,4,0,75,32,285,not_often,good,330,0,0,0,0,80
879,male,50000,delivered,1,4,0,75,88,165,not_often,fair,210,0,0,0,0,50
880,male,60000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
881,male,105000,delivered,1,3,0,75,8,720,often,good,380,0,0,0,0,190
882,female,55000,carried,1,3,0,75,8,765,often,fair,280,0,0,0,0,200
883,female,75000,carried,1,5,0,75,42,165,not_often,good,210,0,0,0,0,50
884,male,70000,carried,1,5,0,75,42,165,not_often,fair,210,0,0,0,0,50
885,female,70000,carried,1,5,0,75,42,165,often,good,210,0,0,0,0,50
886,male,60000,carried,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
887,female,50000,carried,1,4,0,75,88,165,often,fair,210,0,0,0,0,50
888,male,50000,carried,1,4,0,75,88,165,often,fair,210,0,0,0,0,50
889,male,95000,carried,1,6,0,75,8,405,often,good,450,0,0,0,0,110
890,male,60000,delivered,1,4,0,75,42,285,not_often,good,330,0,0,0,0,80
891,male,100000,delivered,1,4,0,75,7,570,not_often,fair,280,0,0,0,1,150
892,female,100000,carried,1,6,0,75,17,360,not_often,good,410,0,0,0,0,100
893,female,100000,delivered,1,6,0,75,32,330,often,good,380,0,0,0,0,90
894,male,100000,carried,1,6,0,75,72,210,not_often,fair,260,0,0,0,0,60
895,male,100000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
896,female,100000,delivered,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
897,female,40000,delivered,1,6,0,75,17,360,often,fair,410,0,0,0,0,100
898,male,100000,carried,1,3,0,75,7,360,not_often,good,410,0,0,0,0,220
899,female,40000,carried,1,4,0,75,82,120,not_often,good,170,0,0,0,0,40
900,female,105000,carried,1,6,0,75,17,405,not_often,good,450,0,0,0,0,110
