ID,Gender,Household income,Method,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Availability,Quality,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume in lpcd
901,female,100000,carried,1,3,0,75,7,765,often,good,280,0,0,0,0,200
902,female,105000,carried,1,6,0,75,32,330,often,good,380,0,0,0,0,90
903,female,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
904,female,105000,delivered,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50
905,male,40000,delivered,1,4,0,75,72,120,not_often,fair,170,0,0,0,0,40
906,female,75000,delivered,1,4,0,75,42,285,often,good,330,0,0,0,0,80
907,female,40000,delivered,1,4,0,75,82,120,often,good,170,0,0,0,0,40
908,male,70000,delivered,1,5,0,75,72,165,often,good,210,0,0,0,0,50
909,male,45000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
910,female,85000,delivered,1,6,0,75,17,405,not_often,good,450,0,0,0,0,110
911,male,65000,delivered,1,5,0,75,72,165,not_often,fair,210,0,0,0,0,50
912,male,65000,delivered,1,5,0,75,72,165,often,fair,210,0,0,0,0,50
913,male,75000,delivered,1,4,0,75,42,285,often,fair,330,0,0,0,0,80
914,female,90000,delivered,1,6,0,75,17,360,often,good,410,0,0,0,0,100
915,female,90000,well,1,6,0,75,17,360,often,good,410,0,0,0,0,100
916,male,90000,delivered,1,4,0,75,42,285,not_often,fair,330,0,0,0,0,80
917,male,90000,delivered,1,4,0,75,7,570,not_often,good,280,0,0,0,0,150
918,female,90000,carried,1,6,0,75,17,360,often,fair,410,0,0,0,0,100
919,female,90000,carried,1,3,0,75,42,285,often,good,330,0,0,0,0,80
920,female,75000,carried,1,4,0,75,32,285,often,good,330,0,0,0,0,80
921,female,100000,delivered,1,4,0,75,7,645,not_often,fair,400,0,0,0,0,170
922,female,70000,delivered,1,5,0,75,72,165,often,fair,210,0,0,0,0,50
923,female,95000,carried,1,6,0,75,17,360,not_often,very good,410,0,0,0,0,100
924,female,60000,delivered,1,3,0,75,37,285,not_often,fair,330,0,0,0,0,80
925,female,70000,delivered,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
926,male,75000,delivered,1,4,0,75,42,285,not_often,good,330,0,0,0,0,80
927,female,80000,carried,1,4,0,75,42,150,often,good,200,0,0,0,0,80
928,female,75000,delivered,1,4,0,75,42,350,often,fair,400,0,0,0,0,80
929,female,105000,delivered,1,3,0,75,7,550,not_often,good,450,0,0,0,0,200
930,female,45000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
931,male,45000,delivered,1,6,0,75,92,285,often,good,330,0,0,0,0,30
932,male,45000,delivered,1,4,0,75,82,120,often,good,170,0,0,0,0,40
933,male,45000,delivered,1,4,0,75,7,360,not_often,fair,410,0,0,0,0,150
934,male,45000,delivered,1,4,0,75,42,285,not_often,good,330,0,0,0,0,80
935,male,50000,delivered,1,4,0,75,82,120,often,fair,170,0,0,0,0,40
936,female,75000,delivered,1,4,0,75,42,350,not_often,good,400,0,0,0,0,80
937,female,80000,delivered,1,6,0,75,17,405,often,fair,450,0,0,0,0,110
938,female,105000,carried,1,3,0,75,62,210,often,good,260,0,0,0,0,60
939,female,75000,delivered,1,4,0,75,32,285,not_often,good,330,0,0,0,0,80
940,female,90000,carried,1,6,0,75,17,360,often,fair,410,0,0,0,0,100
941,male,85000,carried,1,6,0,75,17,405,not_often,fair,450,0,0,0,0,110
942,male,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
943,female,100000,carried,1,3,0,75,42,150,not_often,fair,200,0,0,0,0,80
944,female,50000,carried,1,4,0,75,82,120,often,good,170,0,0,0,0,40
945,female,65000,delivered,1,5,0,75,72,165,not_often,fair,210,0,0,0,0,50
946,female,75000,delivered,1,4,0,75,42,285,often,fair,330,0,0,0,0,80
947,female,75000,delivered,1,4,0,75,37,280,not_often,good,330,0,0,0,0,80
948,male,75000,carried,1,4,0,75,37,285,not_often,fair,330,0,0,0,0,80
949,male,75000,delivered,1,6,0,75,17,200,not_often,good,250,0,0,0,0,100
950,female,75000,delivered,1,4,0,75,72,120,often,fair,170,0,0,0,0,40
951,female,75000,delivered,1,3,0,75,37,150,not_often,good,200,0,0,0,0,80
952,female,40000,delivered,1,4,0,75,72,120,not_often,fair,170,0,0,0,0,40
953,female,55000,delivered,1,3,0,75,37,285,often,fair,330,0,0,0,0,80
954,female,100000,delivered,1,4,0,75,22,360,not_often,good,410,0,0,0,0,100
955,female,45000,delivered,1,3,0,75,37,285,often,good,330,0,0,0,0,80
956,female,45000,delivered,1,6,0,75,47,210,often,fair,260,0,0,0,0,60
957,female,40000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40
958,female,55000,delivered,1,3,0,75,42,285,not_often,very good,330,0,0,0,0,80
959,female,95000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60
960,female,50000,delivered,1,4,0,75,72,120,not_often,good,170,0,0,0,0,40
961,female,60000,delivered,1,3,0,75,37,285,not_often,good,330,0,0,0,0,80
962,female,60000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
963,female,85000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60
964,female,105000,delivered,1,3,0,75,32,330,often,fair,380,0,0,0,0,90
965,female,85000,delivered,1,6,0,75,47,210,often,fair,260,0,0,0,0,60
966,female,50000,delivered,1,4,0,75,72,120,not_often,fair,170,0,0,0,0,40
967,female,100000,delivered,1,4,0,75,47,285,not_often,good,330,0,0,0,1,80
968,female,65000,delivered,1,5,0,75,72,165,often,good,210,0,0,0,0,50
969,female,65000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
970,female,65000,delivered,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60
971,female,65000,delivered,1,4,0,75,72,165,often,good,210,0,0,0,0,50
972,female,65000,delivered,1,4,0,75,72,120,not_often,fair,170,0,0,0,0,40
973,female,105000,carried,1,3,0,75,7,350,often,fair,400,0,0,0,0,120
974,female,105000,delivered,1,4,0,75,32,330,not_often,good,380,0,0,0,0,90
975,female,95000,delivered,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50
976,female,60000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
977,male,85000,carried,1,6,0,75,77,210,not_often,good,260,0,0,0,0,60
978,male,100000,delivered,1,6,0,75,77,210,not_often,good,260,0,0,0,0,60
979,female,70000,delivered,1,5,0,75,72,165,not_often,fair,210,0,0,0,0,50
980,female,50000,delivered,1,4,0,75,72,165,often,fair,210,0,0,0,0,50
981,female,85000,delivered,1,6,0,75,77,210,not_often,fair,260,0,0,0,0,60
982,male,80000,delivered,1,4,0,75,42,285,not_often,good,330,0,0,0,0,80
983,female,80000,delivered,1,5,0,75,72,165,often,good,210,0,0,0,0,50
984,female,80000,delivered,1,6,0,75,77,210,often,good,260,0,0,0,0,60
985,male,80000,delivered,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
986,female,85000,delivered,1,6,0,75,77,210,not_often,fair,260,0,0,0,0,60
987,male,55000,delivered,1,3,0,75,37,285,not_often,good,330,0,0,0,0,80
988,female,55000,delivered,1,4,0,75,37,285,not_often,fair,330,0,0,0,0,80
989,female,60000,delivered,1,6,0,75,47,210,often,fair,260,0,0,0,0,60
990,female,90000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60
991,female,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
992,female,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
993,male,45000,delivered,1,3,0,75,7,400,often,good,450,0,0,0,0,130
994,female,45000,delivered,1,4,0,75,82,120,not_often,fair,170,0,0,0,0,40
995,male,45000,delivered,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60
996,female,45000,delivered,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50
997,female,45000,delivered,1,6,0,75,47,150,not_often,fair,200,0,0,0,0,60
998,male,105000,delivered,1,4,0,75,32,330,often,good,380,0,0,0,0,90
999,female,95000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60
1000,female,50000,delivered,1,4,0,75,72,165,not_often,good,210,0,0,0,0,50
1001,female,60000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
1002,female,55000,delivered,1,6,0,75,77,210,not_often,fair,260,0,0,0,0,60
1003,female,40000,delivered,1,4,0,75,82,280,often,fair,330,0,0,0,0,40
1004,female,40000,delivered,1,4,0,75,82,120,not_often,good,170,0,0,0,0,40
1005,female,105000,delivered,1,6,0,75,42,180,often,good,230,0,0,0,0,80
1006,female,85000,well,1,6,0,75,32,330,not_often,poor,380,0,0,0,0,90
1007,female,100000,delivered,1,4,0,75,7,480,often,good,300,0,0,0,0,130
1008,female,100000,delivered,1,6,0,75,37,285,not_often,good,330,0,0,0,0,80
1009,male,85000,delivered,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60
1010,female,105000,delivered,1,6,0,75,32,330,not_often,good,380,0,0,0,0,90
1011,female,50000,delivered,1,4,0,75,82,120,not_often,good,170,0,0,0,0,40
1012,female,60000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
1013,female,105000,carried,1,6,0,75,42,150,not_often,fair,200,0,0,0,0,80
1014,female,95000,carried,1,6,0,75,32,330,not_often,fair,380,0,0,0,0,90
1015,female,85000,carried,1,6,0,75,42,285,often,very good,330,0,0,0,0,80
1016,female,100000,carried,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
1017,male,75000,delivered,1,4,0,75,42,285,not_often,good,330,0,0,0,0,80
1018,female,90000,carried,1,6,0,75,32,200,not_often,fair,250,0,0,0,0,90
1019,male,45000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
1020,female,65000,carried,1,5,0,75,12,405,not_often,fair,450,0,0,0,0,110
1021,female,65000,carried,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50
1022,male,85000,delivered,1,6,0,75,37,285,often,fair,330,0,0,0,0,80
1023,female,105000,carried,1,6,0,75,22,360,not_often,fair,410,0,0,0,0,100
1024,male,50000,carried,1,4,0,75,77,165,often,fair,210,0,0,0,1,50
1025,female,50000,carried,1,6,0,75,22,360,not_often,fair,410,0,0,0,0,100
1026,female,50000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40
1027,female,50000,delivered,1,4,0,75,77,165,often,fair,210,0,0,0,0,50
1028,male,70000,carried,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50
1029,male,100000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
1030,male,100000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60
1031,male,40000,carried,1,4,0,75,72,120,often,fair,170,0,0,0,0,40
1032,male,55000,carried,1,3,0,75,37,285,not_often,fair,330,0,0,0,0,80
1033,male,40000,carried,1,4,0,75,72,120,often,good,170,0,0,0,0,40
1034,female,40000,delivered,1,3,0,75,37,300,not_often,good,350,0,0,0,0,80
1035,female,40000,delivered,1,3,0,75,37,285,not_often,good,330,0,0,0,0,80
1036,female,45000,carried,1,3,0,75,37,180,often,good,230,0,0,0,0,80
1037,female,75000,delivered,1,4,0,75,37,285,often,good,330,0,0,0,0,80
1038,female,55000,delivered,1,3,0,75,37,285,not_often,fair,330,0,0,0,0,80
1039,female,50000,delivered,1,4,0,75,72,165,often,fair,210,0,0,0,0,50
1040,female,60000,delivered,1,3,0,75,37,200,often,fair,250,0,0,0,0,80
1041,female,45000,delivered,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
1042,female,60000,delivered,1,3,0,75,37,285,not_often,good,330,0,0,0,0,80
1043,female,80000,delivered,1,4,0,75,37,150,not_often,good,200,0,0,0,0,80
1044,male,55000,carried,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
1045,female,70000,carried,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50
1046,male,65000,delivered,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50
1047,male,95000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60
1048,male,70000,delivered,1,5,0,75,72,165,often,fair,210,0,0,0,0,50
1049,male,105000,delivered,1,3,0,75,12,500,not_often,good,550,0,0,0,0,120
1050,male,105000,delivered,1,4,0,75,32,330,not_often,good,380,0,0,0,0,90
1051,female,60000,delivered,1,3,0,75,37,285,often,fair,330,0,0,0,0,80
1052,male,95000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
1053,female,90000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60
1054,female,95000,carried,1,6,0,75,47,100,not_often,fair,150,0,0,0,0,60
1055,male,95000,carried,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
1056,male,100000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
1057,female,40000,delivered,1,4,0,75,72,300,often,good,350,0,0,0,0,40
1058,female,45000,delivered,1,3,0,75,37,285,often,good,330,0,0,0,0,80
1059,male,70000,carried,1,5,0,75,72,165,often,fair,210,0,0,0,0,50
1060,female,70000,carried,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50
1061,male,80000,carried,1,4,0,75,37,285,often,good,330,0,0,0,0,80
1062,female,50000,delivered,1,4,0,75,72,165,often,fair,210,0,0,0,0,50
1063,female,75000,delivered,1,4,0,75,32,200,often,fair,250,0,0,0,0,80
1064,female,55000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
1065,male,75000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
1066,female,75000,carried,1,4,0,75,37,150,not_often,fair,200,0,0,0,0,80
1067,female,75000,delivered,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60
1068,female,75000,delivered,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80
1069,male,60000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
1070,female,90000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
1071,male,100000,delivered,1,4,0,75,22,200,not_often,fair,250,0,0,0,0,100
1072,female,90000,carried,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60
1073,female,70000,carried,1,5,0,75,72,165,often,fair,210,0,0,0,0,50
1074,female,60000,delivered,1,3,0,75,37,285,not_often,fair,330,0,0,0,0,80
1075,male,85000,carried,1,6,0,75,47,210,often,good,260,0,0,0,0,60
1076,female,85000,delivered,1,3,0,75,37,285,often,fair,330,0,0,0,0,80
1077,male,85000,carried,1,4,0,75,72,400,often,fair,450,0,0,0,0,40
1078,male,85000,delivered,1,5,0,75,72,165,often,fair,210,0,0,0,0,50
1079,male,85000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40
1080,male,70000,delivered,1,5,0,75,72,165,often,fair,210,0,0,0,0,50
1081,female,40000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40
1082,male,95000,delivered,1,6,0,75,47,150,not_often,fair,200,0,0,0,0,60
1083,female,105000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
1084,female,105000,carried,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
1085,male,90000,delivered,1,6,0,75,47,210,not_often,fair,260,0,0,0,0,60
1086,female,55000,carried,1,3,0,75,37,400,not_often,good,450,0,0,0,0,80
1087,male,80000,carried,1,4,0,75,37,285,not_often,fair,330,0,0,0,0,80
1088,female,80000,delivered,1,4,0,75,72,165,not_often,good,210,0,0,0,0,50
1089,female,80000,delivered,1,3,0,75,42,450,not_often,fair,500,0,0,0,0,80
1090,male,80000,delivered,1,6,0,75,47,210,often,fair,260,0,0,0,0,60
1091,male,80000,carried,1,6,0,75,47,210,often,good,260,0,0,0,0,60
1092,male,50000,delivered,1,4,0,75,72,165,often,fair,210,0,0,0,0,50
1093,male,90000,carried,1,6,0,75,47,450,often,fair,500,0,0,0,0,60
1094,female,40000,delivered,1,4,0,75,72,120,often,fair,170,0,0,0,0,40
1095,male,90000,carried,1,6,0,75,47,210,often,fair,260,0,0,0,0,60
1096,male,90000,carried,1,4,0,75,37,350,not_often,good,400,0,0,0,0,80
1097,male,90000,carried,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
1098,male,90000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40
1099,female,90000,carried,1,6,0,75,47,210,often,good,260,0,0,0,0,60
1100,male,90000,carried,1,3,0,75,37,285,not_often,fair,330,0,0,0,0,80
1101,male,55000,delivered,1,3,0,75,37,285,not_often,good,330,0,0,0,0,80
1102,male,105000,delivered,1,6,0,75,122,285,not_often,fair,330,0,0,0,0,20
1103,female,100000,delivered,1,6,0,75,47,210,not_often,good,260,0,0,0,0,60
1104,male,40000,delivered,1,4,0,75,72,350,not_often,good,400,0,0,0,0,40
1105,male,70000,delivered,1,5,0,75,72,165,not_often,good,210,0,0,0,0,50
1106,male,85000,carried,1,6,0,75,47,210,often,good,260,0,0,0,0,60
1107,male,50000,delivered,1,4,0,75,72,300,not_often,very good,350,0,0,0,0,40
1108,male,40000,carried,1,4,0,75,72,120,not_often,good,170,0,0,0,0,40
1109,female,70000,carried,1,5,0,75,42,165,often,fair,210,0,0,0,0,50
1110,male,75000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
1111,female,85000,delivered,1,6,0,75,47,210,often,fair,260,0,0,0,0,60
1112,male,60000,delivered,1,3,0,75,42,200,often,fair,250,0,0,0,0,80
1113,female,60000,carried,1,3,0,75,47,285,not_often,fair,330,0,0,0,0,80
1114,male,60000,carried,1,4,0,75,72,165,often,good,210,0,0,0,0,50
1115,female,60000,carried,1,6,0,75,47,210,often,fair,260,0,0,0,0,60
1116,female,60000,delivered,1,6,0,75,122,210,not_often,good,260,0,0,0,0,20
1117,male,50000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40
1118,female,40000,carried,1,4,0,75,72,120,often,fair,170,0,0,0,0,40
1119,female,40000,delivered,1,4,0,75,62,120,not_often,good,170,0,0,0,0,40
1120,female,40000,borehole,1,4,0,75,62,120,often,fair,170,0,0,0,0,40
1121,female,60000,carried,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
1122,male,75000,delivered,1,4,0,75,32,285,often,good,330,0,0,0,0,80
1123,female,75000,delivered,1,4,0,75,32,285,often,good,330,0,0,0,0,80
1124,male,75000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
1125,male,105000,delivered,1,6,0,75,92,285,not_often,good,330,0,0,0,0,30
1126,female,70000,delivered,1,5,0,75,42,165,not_often,good,210,0,0,0,0,50
1127,female,80000,delivered,1,4,0,75,32,285,often,good,330,0,0,0,0,80
1128,female,65000,delivered,1,5,0,75,42,165,often,fair,210,0,0,0,0,50
1129,female,80000,delivered,1,4,0,75,32,285,often,good,330,0,0,0,0,80
1130,male,50000,delivered,1,4,0,75,72,165,not_often,fair,210,0,0,0,0,50
1131,male,80000,delivered,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80
1132,female,40000,delivered,1,4,0,75,72,120,often,fair,170,0,0,0,0,40
1133,female,80000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
1134,female,90000,delivered,1,6,0,75,22,200,often,fair,250,0,0,0,0,100
1135,male,100000,delivered,1,6,0,75,22,405,often,good,450,0,0,0,0,110
1136,female,100000,delivered,1,6,0,75,22,405,not_often,good,450,0,0,0,0,110
1137,female,100000,delivered,1,6,0,75,122,405,often,fair,450,0,0,0,0,20
1138,female,100000,delivered,1,4,0,75,37,285,often,good,330,0,0,0,1,80
1139,female,60000,delivered,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
1140,male,105000,delivered,1,6,0,75,22,405,often,good,450,0,0,0,0,110
1141,male,100000,delivered,1,6,0,75,22,405,not_often,good,450,0,0,0,0,110
1142,female,85000,carried,1,6,0,75,22,330,not_often,good,380,0,0,0,0,90
1143,male,75000,delivered,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80
1144,male,75000,delivered,1,4,0,75,72,120,often,good,170,0,0,0,0,40
1145,male,75000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
1146,female,75000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
1147,female,70000,delivered,1,5,0,75,72,165,often,good,210,0,0,0,0,50
1148,female,75000,delivered,1,4,0,75,37,285,often,good,330,0,0,0,0,80
1149,female,55000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
1150,male,90000,delivered,1,6,0,75,17,405,not_often,good,450,0,0,0,0,110
1151,male,40000,delivered,1,4,0,75,62,120,not_often,fair,170,0,0,0,0,40
1152,female,40000,delivered,1,4,0,75,72,120,often,fair,170,0,0,0,0,40
1153,female,75000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
1154,female,105000,carried,1,6,0,75,32,330,often,fair,380,0,0,0,0,90
1155,male,105000,delivered,1,6,0,75,72,210,not_often,fair,260,0,0,0,0,60
1156,female,105000,delivered,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
1157,female,105000,delivered,1,4,0,75,62,120,often,good,170,0,0,0,0,40
1158,female,105000,carried,1,6,0,75,17,405,often,fair,450,0,0,0,0,110
1159,female,65000,carried,1,5,0,75,42,165,not_often,good,210,0,0,0,0,50
1160,female,65000,delivered,1,5,0,75,42,165,not_often,fair,210,0,0,0,0,50
1161,female,90000,delivered,1,6,0,75,17,405,not_often,fair,450,0,0,0,0,110
1162,female,90000,delivered,1,6,0,75,17,200,often,good,250,0,0,0,0,100
1163,female,90000,delivered,1,6,0,75,17,360,often,good,410,0,0,0,0,100
1164,female,90000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
1165,female,90000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
1166,female,90000,delivered,1,3,0,75,42,285,not_often,good,330,0,0,0,0,80
1167,female,80000,carried,1,4,0,75,32,285,often,good,330,0,0,0,0,80
1168,female,100000,delivered,1,6,0,75,122,285,not_often,fair,330,0,0,0,0,20
1169,female,100000,carried,1,6,0,75,17,250,not_often,good,300,0,0,0,0,100
1170,female,55000,delivered,1,3,0,75,42,285,often,good,330,0,0,0,0,80
1171,female,60000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
1172,female,75000,carried,1,4,0,75,32,180,often,fair,230,0,0,0,0,80
1173,female,80000,carried,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
1174,female,80000,carried,1,5,0,75,42,165,not_often,fair,210,0,0,0,0,50
1175,female,80000,delivered,1,4,0,75,72,200,often,good,250,0,0,0,0,40
1176,female,80000,delivered,1,6,0,75,122,120,often,fair,170,0,0,0,0,20
1177,female,80000,delivered,1,4,0,75,32,285,not_often,fair,330,0,0,0,0,80
1178,female,80000,delivered,1,3,0,75,42,285,often,fair,330,0,0,0,0,80
1179,female,75000,delivered,1,4,0,75,72,120,not_often,good,170,0,0,0,0,40
1180,female,50000,delivered,1,4,0,75,72,300,not_often,good,350,0,0,0,0,40
1181,female,65000,delivered,1,5,0,75,42,165,often,fair,210,0,0,0,0,50
1182,female,45000,delivered,1,5,0,75,17,450,often,fair,500,0,0,0,0,120
1183,female,45000,carried,1,3,0,75,42,285,not_often,fair,330,0,0,0,0,80
1184,female,85000,delivered,1,6,0,75,17,360,often,fair,410,0,0,0,0,100
1185,female,50000,delivered,1,4,0,75,72,120,not_often,poor,170,0,0,0,0,40
1186,female,100000,delivered,1,6,0,75,47,210,often,good,260,0,0,0,0,60
1187,female,100000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
1188,male,100000,delivered,1,6,0,75,22,360,not_often,good,410,0,0,0,0,100
1189,female,100000,delivered,1,4,0,75,32,285,often,fair,330,0,0,0,0,80
1190,male,100000,delivered,1,5,0,75,42,165,often,fair,210,0,0,0,0,50
1191,female,100000,delivered,1,5,0,75,42,165,often,good,210,0,0,0,0,50
1192,male,100000,carried,1,4,0,75,32,285,not_often,good,330,0,0,0,0,80
1193,male,100000,delivered,1,4,0,75,7,570,not_often,fair,280,0,0,0,0,150
1194,male,45000,well,1,5,0,75,42,165,often,fair,210,0,0,0,0,50
1195,female,45000,delivered,1,6,0,75,72,120,not_often,good,170,0,0,0,0,40
1196,female,70000,delivered,1,5,0,75,92,120,often,fair,170,0,0,0,0,30
1197,male,90000,carried,1,6,0,75,22,360,not_often,fair,410,0,0,0,0,100
1198,female,65000,carried,1,5,0,75,72,165,often,fair,210,0,0,0,0,50
1199,male,105000,delivered,1,6,0,75,22,360,not_often,good,410,0,0,0,0,100
1200,female,100000,carried,1,6,0,75,72,360,not_often,good,410,0,0,0,0,20
